run_key,space_name,dimensions,preprocessing,metric,min_samples,eps_percentile,eps,n_points,n_clusters,noise_count,noise_share,clustered_count,clustered_share,largest_cluster_size,largest_cluster_share_all,largest_cluster_share_clustered,smallest_cluster_size,median_cluster_size,mean_cluster_size
user_run_0073,user_l2_cosine,64,l2,cosine,128,85.0,0.54321,4722,1,68,0.014400677678949597,4654,0.9855993223210504,4654,0.9855993223210504,1.0,4654,4654.0,4654.0
user_run_0074,user_l2_cosine,64,l2,cosine,128,90.0,0.583862,4722,1,26,0.005506141465480729,4696,0.9944938585345193,4696,0.9944938585345193,1.0,4696,4696.0,4696.0
user_run_0075,user_l2_cosine,64,l2,cosine,128,95.0,0.645773,4722,1,8,0.0016941973739940702,4714,0.9983058026260059,4714,0.9983058026260059,1.0,4714,4714.0,4714.0
user_run_0076,user_l2_cosine,64,l2,cosine,128,99.0,0.751813,4722,1,0,0.0,4722,1.0,4722,1.0,1.0,4722,4722.0,4722.0
user_run_0077,user_pca10_l2_cosine,10,pca10_l2,cosine,5,1.0,0.037667,4722,8,4594,0.9728928420160948,128,0.027107157983905124,94,0.019906819144430325,0.734375,4,5.0,16.0
user_run_0078,user_pca10_l2_cosine,10,pca10_l2,cosine,5,2.5,0.046195,4722,9,4449,0.9421855146124524,273,0.05781448538754765,213,0.04510800508259212,0.7802197802197802,2,5.0,30.333333333333332
user_run_0079,user_pca10_l2_cosine,10,pca10_l2,cosine,5,5.0,0.054516,4722,11,4247,0.8994070309191021,475,0.10059296908089793,324,0.06861499364675985,0.6821052631578948,4,5.0,43.18181818181818
user_run_0080,user_pca10_l2_cosine,10,pca10_l2,cosine,5,10.0,0.065887,4722,10,3845,0.8142736128759,877,0.18572638712409995,542,0.11478187208809826,0.6180159635119726,3,5.0,87.7
user_run_0081,user_pca10_l2_cosine,10,pca10_l2,cosine,5,15.0,0.074919,4722,9,3486,0.7382465057179162,1236,0.2617534942820839,727,0.15396018636171113,0.5881877022653722,4,9.0,137.33333333333334
user_run_0082,user_pca10_l2_cosine,10,pca10_l2,cosine,5,20.0,0.082534,4722,7,3200,0.6776789495976281,1522,0.32232105040237186,1492,0.3159678102498941,0.9802890932982917,4,5.0,217.42857142857142
user_run_0083,user_pca10_l2_cosine,10,pca10_l2,cosine,5,25.0,0.089712,4722,8,2897,0.6135112240576027,1825,0.3864887759423973,1794,0.3799237611181703,0.983013698630137,2,5.0,228.125
user_run_0084,user_pca10_l2_cosine,10,pca10_l2,cosine,5,30.0,0.097306,4722,8,2578,0.5459551037695891,2144,0.45404489623041083,2111,0.4470563320626853,0.9846082089552238,3,4.5,268.0
user_run_0085,user_pca10_l2_cosine,10,pca10_l2,cosine,5,35.0,0.104126,4722,9,2263,0.4792460821685726,2459,0.5207539178314273,2424,0.5133418043202033,0.9857665717771452,3,5.0,273.22222222222223
user_run_0086,user_pca10_l2_cosine,10,pca10_l2,cosine,5,40.0,0.111638,4722,9,2016,0.4269377382465057,2706,0.5730622617534943,2668,0.5650148242270224,0.9859571322985957,2,4.0,300.6666666666667
user_run_0087,user_pca10_l2_cosine,10,pca10_l2,cosine,5,45.0,0.118166,4722,9,1777,0.3763235916984329,2945,0.6236764083015671,2907,0.6156289707750953,0.9870967741935484,2,4.0,327.22222222222223
user_run_0088,user_pca10_l2_cosine,10,pca10_l2,cosine,5,50.0,0.125976,4722,8,1500,0.3176620076238882,3222,0.6823379923761118,3196,0.6768318509106311,0.9919304779639975,2,4.0,402.75
user_run_0089,user_pca10_l2_cosine,10,pca10_l2,cosine,5,60.0,0.139369,4722,4,1043,0.22088098263447692,3679,0.7791190173655231,3666,0.7763659466327827,0.9964664310954063,3,5.0,919.75
user_run_0090,user_pca10_l2_cosine,10,pca10_l2,cosine,5,70.0,0.155057,4722,4,637,0.13490046590427784,4085,0.8650995340957222,4073,0.8625582380347311,0.997062423500612,2,5.0,1021.25
user_run_0091,user_pca10_l2_cosine,10,pca10_l2,cosine,5,80.0,0.173471,4722,3,315,0.06670902160101652,4407,0.9332909783989835,4402,0.9322321050402372,0.9988654413433175,2,3.0,1469.0
user_run_0092,user_pca10_l2_cosine,10,pca10_l2,cosine,5,85.0,0.184067,4722,1,207,0.04383735705209657,4515,0.9561626429479034,4515,0.9561626429479034,1.0,4515,4515.0,4515.0
user_run_0093,user_pca10_l2_cosine,10,pca10_l2,cosine,5,90.0,0.197701,4722,1,104,0.022024565861922914,4618,0.9779754341380771,4618,0.9779754341380771,1.0,4618,4618.0,4618.0
user_run_0094,user_pca10_l2_cosine,10,pca10_l2,cosine,5,95.0,0.218806,4722,1,26,0.005506141465480729,4696,0.9944938585345193,4696,0.9944938585345193,1.0,4696,4696.0,4696.0
user_run_0095,user_pca10_l2_cosine,10,pca10_l2,cosine,5,99.0,0.252083,4722,1,0,0.0,4722,1.0,4722,1.0,1.0,4722,4722.0,4722.0
user_run_0096,user_pca10_l2_cosine,10,pca10_l2,cosine,11,1.0,0.051852,4722,2,4548,0.963151207115629,174,0.036848792884371026,163,0.034519271495129185,0.9367816091954023,11,87.0,87.0
user_run_0097,user_pca10_l2_cosine,10,pca10_l2,cosine,11,2.5,0.06155,4722,2,4351,0.921431596781025,371,0.07856840321897501,304,0.06437950021177467,0.8194070080862533,67,185.5,185.5
user_run_0098,user_pca10_l2_cosine,10,pca10_l2,cosine,11,5.0,0.072553,4722,6,4046,0.856840321897501,676,0.14315967810249894,457,0.09678102498941127,0.6760355029585798,4,9.5,112.66666666666667
user_run_0099,user_pca10_l2_cosine,10,pca10_l2,cosine,11,10.0,0.086658,4722,2,3613,0.765141889030072,1109,0.234858110969928,682,0.1444303261329945,0.6149684400360685,427,554.5,554.5
user_run_0100,user_pca10_l2_cosine,10,pca10_l2,cosine,11,15.0,0.096844,4722,2,3223,0.6825497670478611,1499,0.3174502329521389,886,0.18763235916984328,0.5910607071380921,613,749.5,749.5
user_run_0101,user_pca10_l2_cosine,10,pca10_l2,cosine,11,20.0,0.106638,4722,1,2856,0.6048284625158831,1866,0.3951715374841169,1866,0.3951715374841169,1.0,1866,1866.0,1866.0
user_run_0102,user_pca10_l2_cosine,10,pca10_l2,cosine,11,25.0,0.115913,4722,2,2493,0.5279542566709021,2229,0.4720457433290978,2222,0.470563320626853,0.996859578286227,7,1114.5,1114.5
user_run_0103,user_pca10_l2_cosine,10,pca10_l2,cosine,11,30.0,0.124632,4722,1,2178,0.46124523506988563,2544,0.5387547649301143,2544,0.5387547649301143,1.0,2544,2544.0,2544.0
user_run_0104,user_pca10_l2_cosine,10,pca10_l2,cosine,11,35.0,0.133221,4722,1,1905,0.403430749682338,2817,0.5965692503176621,2817,0.5965692503176621,1.0,2817,2817.0,2817.0
user_run_0105,user_pca10_l2_cosine,10,pca10_l2,cosine,11,40.0,0.142204,4722,1,1587,0.3360864040660737,3135,0.6639135959339263,3135,0.6639135959339263,1.0,3135,3135.0,3135.0
user_run_0106,user_pca10_l2_cosine,10,pca10_l2,cosine,11,45.0,0.150879,4722,1,1366,0.2892842016094875,3356,0.7107157983905125,3356,0.7107157983905125,1.0,3356,3356.0,3356.0
user_run_0107,user_pca10_l2_cosine,10,pca10_l2,cosine,11,50.0,0.158503,4722,2,1113,0.23570520965692504,3609,0.764294790343075,3603,0.7630241423125794,0.99833748960931,6,1804.5,1804.5
user_run_0108,user_pca10_l2_cosine,10,pca10_l2,cosine,11,60.0,0.174896,4722,1,656,0.13892418466751377,4066,0.8610758153324862,4066,0.8610758153324862,1.0,4066,4066.0,4066.0
user_run_0109,user_pca10_l2_cosine,10,pca10_l2,cosine,11,70.0,0.193628,4722,1,363,0.07687420584498093,4359,0.923125794155019,4359,0.923125794155019,1.0,4359,4359.0,4359.0
user_run_0110,user_pca10_l2_cosine,10,pca10_l2,cosine,11,80.0,0.213452,4722,1,142,0.030072003388394747,4580,0.9699279966116052,4580,0.9699279966116052,1.0,4580,4580.0,4580.0
user_run_0111,user_pca10_l2_cosine,10,pca10_l2,cosine,11,85.0,0.227142,4722,1,72,0.015247776365946633,4650,0.9847522236340533,4650,0.9847522236340533,1.0,4650,4650.0,4650.0
user_run_0112,user_pca10_l2_cosine,10,pca10_l2,cosine,11,90.0,0.242477,4722,1,14,0.002964845404489623,4708,0.9970351545955104,4708,0.9970351545955104,1.0,4708,4708.0,4708.0
user_run_0113,user_pca10_l2_cosine,10,pca10_l2,cosine,11,95.0,0.264642,4722,1,3,0.0006353240152477764,4719,0.9993646759847522,4719,0.9993646759847522,1.0,4719,4719.0,4719.0
user_run_0114,user_pca10_l2_cosine,10,pca10_l2,cosine,11,99.0,0.297955,4722,1,0,0.0,4722,1.0,4722,1.0,1.0,4722,4722.0,4722.0
user_run_0115,user_pca10_l2_cosine,10,pca10_l2,cosine,20,1.0,0.06423,4722,1,4487,0.9502329521389242,235,0.04976704786107582,235,0.04976704786107582,1.0,235,235.0,235.0
user_run_0116,user_pca10_l2_cosine,10,pca10_l2,cosine,20,2.5,0.077212,4722,2,4232,0.8962304108428631,490,0.10376958915713681,395,0.08365099534095723,0.8061224489795918,95,245.0,245.0
user_run_0117,user_pca10_l2_cosine,10,pca10_l2,cosine,20,5.0,0.087669,4722,2,3922,0.8305802626005929,800,0.16941973739940702,570,0.1207115628970775,0.7125,230,400.0,400.0
user_run_0118,user_pca10_l2_cosine,10,pca10_l2,cosine,20,10.0,0.105327,4722,2,3408,0.7217280813214739,1314,0.2782719186785261,797,0.16878441338415925,0.606544901065449,517,657.0,657.0
user_run_0119,user_pca10_l2_cosine,10,pca10_l2,cosine,20,15.0,0.117045,4722,1,2956,0.6260059296908089,1766,0.373994070309191,1766,0.373994070309191,1.0,1766,1766.0,1766.0
user_run_0120,user_pca10_l2_cosine,10,pca10_l2,cosine,20,20.0,0.128437,4722,1,2574,0.5451080050825922,2148,0.4548919949174079,2148,0.4548919949174079,1.0,2148,2148.0,2148.0
user_run_0121,user_pca10_l2_cosine,10,pca10_l2,cosine,20,25.0,0.13849,4722,1,2197,0.46526895383312156,2525,0.5347310461668784,2525,0.5347310461668784,1.0,2525,2525.0,2525.0
user_run_0122,user_pca10_l2_cosine,10,pca10_l2,cosine,20,30.0,0.148394,4722,1,1878,0.397712833545108,2844,0.602287166454892,2844,0.602287166454892,1.0,2844,2844.0,2844.0
user_run_0123,user_pca10_l2_cosine,10,pca10_l2,cosine,20,35.0,0.158462,4722,1,1576,0.33375688267683185,3146,0.6662431173231681,3146,0.6662431173231681,1.0,3146,3146.0,3146.0
user_run_0124,user_pca10_l2_cosine,10,pca10_l2,cosine,20,40.0,0.167787,4722,1,1311,0.2776365946632783,3411,0.7223634053367217,3411,0.7223634053367217,1.0,3411,3411.0,3411.0
user_run_0125,user_pca10_l2_cosine,10,pca10_l2,cosine,20,45.0,0.177156,4722,1,1055,0.22342227869546802,3667,0.776577721304532,3667,0.776577721304532,1.0,3667,3667.0,3667.0
user_run_0126,user_pca10_l2_cosine,10,pca10_l2,cosine,20,50.0,0.186642,4722,1,805,0.17047861075815332,3917,0.8295213892418467,3917,0.8295213892418467,1.0,3917,3917.0,3917.0
user_run_0127,user_pca10_l2_cosine,10,pca10_l2,cosine,20,60.0,0.206402,4722,1,446,0.09445150360016942,4276,0.9055484963998306,4276,0.9055484963998306,1.0,4276,4276.0,4276.0
user_run_0128,user_pca10_l2_cosine,10,pca10_l2,cosine,20,70.0,0.22623,4722,1,198,0.04193138500635324,4524,0.9580686149936467,4524,0.9580686149936467,1.0,4524,4524.0,4524.0
user_run_0129,user_pca10_l2_cosine,10,pca10_l2,cosine,20,80.0,0.248333,4722,1,53,0.011224057602710715,4669,0.9887759423972893,4669,0.9887759423972893,1.0,4669,4669.0,4669.0
user_run_0130,user_pca10_l2_cosine,10,pca10_l2,cosine,20,85.0,0.262588,4722,1,21,0.0044472681067344345,4701,0.9955527318932655,4701,0.9955527318932655,1.0,4701,4701.0,4701.0
user_run_0131,user_pca10_l2_cosine,10,pca10_l2,cosine,20,90.0,0.279567,4722,1,4,0.0008470986869970351,4718,0.9991529013130029,4718,0.9991529013130029,1.0,4718,4718.0,4718.0
user_run_0132,user_pca10_l2_cosine,10,pca10_l2,cosine,20,95.0,0.302951,4722,1,0,0.0,4722,1.0,4722,1.0,1.0,4722,4722.0,4722.0
user_run_0133,user_pca10_l2_cosine,10,pca10_l2,cosine,20,99.0,0.339181,4722,1,0,0.0,4722,1.0,4722,1.0,1.0,4722,4722.0,4722.0
user_run_0134,user_pca10_standardized_euclidean,10,pca10_standardized,euclidean,5,1.0,0.990109,4722,6,4607,0.9756459127488353,115,0.02435408725116476,94,0.019906819144430325,0.8173913043478261,3,4.5,19.166666666666668
user_run_0135,user_pca10_standardized_euclidean,10,pca10_standardized,euclidean,5,2.5,1.089148,4722,7,4445,0.9413384159254553,277,0.058661584074544686,252,0.053367217280813214,0.9097472924187726,2,4.0,39.57142857142857
