rank,k_distance
107,0.34980719599095766
108,0.35025893379150874
109,0.3512558308243374
110,0.3513656288622973
111,0.35151411054338255
112,0.3517034216999865
113,0.3517112066638042
114,0.35202172577933244
115,0.3522214778799744
116,0.35301849325181833
117,0.35339457153106013
118,0.3537744378997749
119,0.3541556838954252
120,0.3552282345913901
121,0.35551926826576297
122,0.35564250137768616
123,0.3560869975256139
124,0.3561062516303817
125,0.35620705366812244
126,0.35635882251550155
127,0.3565029527825917
128,0.3568805614440751
129,0.3570532138132878
130,0.35719960496110204
131,0.3576359760986516
132,0.3582715569680255
133,0.3583533666970661
134,0.3588743875303563
135,0.3596664623359239
136,0.3601312293519695
137,0.3602186176236637
138,0.36064958473692854
139,0.36081449066411575
140,0.36117966135710367
141,0.3613227685673923
142,0.36153515318320484
143,0.361752913540617
144,0.36188160171058525
145,0.36242575388988973
146,0.36268871994408736
147,0.3629105581413853
148,0.3632298123076141
149,0.36345719910684116
150,0.363481839754928
151,0.3635913271607769
152,0.36368658560746037
153,0.36373788553010256
154,0.3640571247986607
155,0.3640935804026919
156,0.3645286486563024
157,0.36526340493405574
158,0.36603931423562874
159,0.366474573887415
160,0.36696308373407427
161,0.36740102092633253
162,0.36830875514793504
163,0.3683423261302252
164,0.36838380086848455
165,0.3683936888746605
166,0.36941624050081945
167,0.3698842933637865
168,0.3700487496481605
169,0.3700586782065407
170,0.37019998171401636
171,0.3710825040173398
172,0.37113061477927767
173,0.37128447176553814
174,0.37139788680415353
175,0.37143275342909154
176,0.3716263183057358
177,0.37233770891794804
178,0.3728333129598721
179,0.37344430027563513
180,0.3740358126553379
181,0.3751433949704668
182,0.3752673598700914
183,0.37527258749996173
184,0.37543172209273756
185,0.3754727552767616
186,0.376047307311971
187,0.37698255050431906
188,0.3771613421172225
189,0.3773007678298613
190,0.37744039444729083
191,0.37747905817667315
192,0.37755115091857494
193,0.37826566536537687
194,0.3786221114590761
195,0.37868016070733324
196,0.37898513616244645
197,0.37901848762452994
198,0.3793364911252267
199,0.37966281711369576
200,0.3797712269996575
201,0.3804921204760898
202,0.3805816740110419
203,0.3806056749417871
204,0.38074094476329134
205,0.3808322873301905
206,0.3808705864133891
207,0.380938344371584
208,0.38142977985875826
209,0.3818476184323456
210,0.38192677465045854
211,0.38230599884799243
212,0.382322917855214
213,0.3825372706984529
214,0.38272816057444403
215,0.38282995325439895
216,0.382946655680217
217,0.3830296903083492
218,0.3832535340712836
219,0.3832566465731184
220,0.38326607083350084
221,0.3834588453381853
